line,character,dialogue,sentiment,entities
272,LUKE,"Alderaan?  I'm not going to Alderaan.  I've got to go home.  It's late, I'm in for it as it is.",-0.3040341553927801,"['Alderaan', 'Alderaan']"
273,BEN,"I need your help, Luke.  I'm getting too old for this sort of thing.She needs your help.",0.08731107652528491,['Luke']
274,LUKE,I can't get involved!  I've got work to do!  It's not that I like the Empire.  I hate it!  But there's nothing I can do about it right now.  It's such a long way from here.,-0.21188846785864546,['Empire']
275,BEN,That's your uncle talking.,0.1138078738827848,[]
276,LUKE,"Oh, God, my uncle.  How am I ever going to explain this?",-0.2130216344327147,['God']
277,BEN,"Learn about the Force, Luke.",0.12125544967850943,['Luke']
278,LUKE,"Look, I can take you as far as Anchorhead.  You can get a transport there to Mos Eisley or wherever you're going.",-0.1352069381550507,[]
279,BEN,"You must do what you feel is right, of course.",0.40794927103913103,[]
280,TAGGE,Until this battle station is fully operational we are vulnerable.  The Rebel Alliance is too well equipped.  They're more dangerous than you realize.,-0.3596922179281188,['The Rebel Alliance']
281,MOTTI,"Dangerous to your starfleet, Commander; not to this battle station!",-0.31972568696993764,[]
282,TAGGE,The Rebellion will continue to gain support in the Imperial Senate as long as....,-0.5879586104534258,"['Rebellion', 'the Imperial Senate']"
283,TARKIN,The Imperial Senate will no longer be of any concern to us.  I've just received word that the Emperor has dissolved the council permanently.  The last remnants of the Old Republic have been swept away.,-0.6678013836908339,"['The Imperial Senate', 'the Old Republic']"
284,TAGGE,That's impossible!  How will the Emperor maintain control without the bureaucracy?,-0.5748143696005195,['Emperor']
285,TARKIN,The regional governors now have direct control over territories.  Fear will keep the local systems in line.  Fear of this battle station.,-0.61783000759178,[]
286,TAGGE,"And what of the Rebellion?  If the Rebels have obtained a complete technical readout of this station, it is possible, however unlikely, that they might find a weakness and exploit it.",-0.3207609443410264,"['Rebellion', 'Rebels']"
287,VADER,The plans you refer to will soon be back in our hands.,-0.19224600430387695,[]
288,MOTTI,"Any attack made by the Rebels against this station would be a useless gesture, no matter what technical data they've obtained.  This station is now the ultimate power in the universe.  I suggest we use it!",-0.28805368644588647,['Rebels']
289,VADER,Don't be too proud of this technological terror you've constructed.  The ability to destroy a planet is insignificant next to the power of the Force.,-0.3592986414818726,['Force']
290,MOTTI,"Don't try to frighten us with your sorcerer's ways, Lord Vader.  Your sad devotion to that ancient religion has not helped you conjure up the stolen data tapes, or given you clairvoyance enough to find the Rebel's hidden fort...",-0.49282369908984647,"['Vader', 'Rebel']"
291,VADER,I find your lack of faith disturbing.,-0.11471927528846115,[]
292,TARKIN,"Enough of this!  Vader, release him!",0.06925838650049543,['Vader']
293,VADER,As you wish.,0.5588104656011867,[]
294,TARKIN,This bickering is pointless.  Lord Vader will provide us with the location of the Rebel fortress by the time this station is operational.  We will then crush the Rebellion with one swift stroke.,-0.3928164326205221,"['Rebellion', 'one']"
295,LUKE,"It looks like Sand People did this, all right.  Look, here are gaffi sticks, bantha tracks.  It's just... I never heard of them hitting anything this big before.",-0.3095572352815863,['Sand People']
296,BEN,They didn't.  But we are meant to think they did.  These tracks are side by side.  Sand People always ride single file to hide there numbers.,-0.5029930547075738,[]
297,LUKE,These are the same Jawas that sold us Artoo and Threepio.,-0.13474302418645046,"['Jawas', 'Artoo', 'Threepio']"
298,BEN,"And these blast points, too accurate for Sand People.  Only Imperial stormtroopers are so precise.",-0.34080835600839743,['Imperial']
299,LUKE,Why would Imperial troops want to slaughter Jawas?,-0.6064991519042799,"['Imperial', 'Jawas']"
300,LUKE,"If they traced the robots here, they may have learned who they sold them to.  And that would lead them back home!",-0.4570711595167867,[]
301,BEN,"Wait, Luke!  It's too dangerous.",-0.4384921569954099,['Luke']
302,LUKE,Uncle Owen!  Aunt Beru!  Uncle Owen!,-0.5836114639772434,['Uncle Owen']
303,VADER,"And, now Your Highness, we will discuss the location of your hidden Rebel base.",0.0,[]
304,BEN,"There's nothing you could have done, Luke, had you been there.  You'd have been killed, too, and the droids would now be in the hands of the Empire.",-0.232453664196679,"['Luke', 'Empire']"
305,LUKE,I want to come with you to Alderaan.  There's nothing here for me now.  I want to learn the ways of the Force and become a Jedi like my father.,0.032216760257256505,"['Alderaan', 'Jedi']"
306,BEN,Mos Eisley Spaceport.  You will never find a more wretched hive of scum and villainy.  We must be cautious.,-0.5361378023068899,['Eisley Spaceport']
307,TROOPER,How long have you had these droids?,-0.20256224530323896,[]
308,LUKE,About three or four seasons.,-0.2313775953044077,['About three or']
309,BEN,They're for sale if you want them.,0.4128688710257886,[]
310,TROOPER,Let me see your identification.,0.3877540609403636,[]
311,BEN,You don't need to see his identification.,-0.02582152941692928,[]
312,TROOPER,We don't need to see his identification.,-0.2609605480335919,[]
313,BEN,looking for.,0.48678496368813695,[]
314,TROOPER,These are not the droids we're looking for.,0.24134212054760495,[]
315,BEN,He can go about his business.,0.012790284856798895,[]
316,TROOPER,You can go about your business.,0.37460567111186927,[]
317,BEN,Move along.,-0.6686007595981431,[]
318,TROOPER,Move along.  Move along.,-0.6650598476438352,[]
319,THREEPIO,I can't abide these Jawas.  Disgusting creatures.,-0.5058067767326879,['Jawas']
320,LUKE,"Go on, go on.  I can't understand how we got by those troopers.  I thought we were dead.",-0.257983838671793,[]
321,BEN,The Force can have a strong influence on the weak-minded.  You will find it a powerful ally.,-0.042224355334660624,['Force']
322,LUKE,Do you really think we're going to find a pilot here that'll take us to Alderaan?,0.04527455516024759,['Alderaan']
323,BEN,"Well, most of the best freighter pilots can be found here.  Only watch your step.  This place can be a little rough.",0.010924094108297311,[]
324,LUKE,I'm ready for anything.,0.504342995748017,[]
325,THREEPIO,"Come along, Artoo.",-0.5340015513338847,['Artoo']
326,BARTENDER,We don't serve their kind here!,-0.24630481486584888,[]
327,LUKE,What?,-0.15693002845187842,[]
328,BARTENDER,Your droids. They'll have to wait outside.  We don't want them here.,-0.10798145276968563,[]
329,LUKE,"Listen, why don't you wait out by the speeder.  We don't want any trouble.",-0.12168848871919757,[]
330,THREEPIO,I heartily agree with you sir.,0.6551935784175518,[]
331,CREATURE,Negola dewaghi wooldugger?!?,-0.647178458507806,['Negola dewaghi wooldugger']
332,HUMAN,He doesn't like you.,0.16383107505211725,[]
333,LUKE,I'm sorry.,0.3586858386212588,[]
334,HUMAN,I don't like you either,0.34960559411935344,[]
335,HUMAN,Don't insult us.  You just watch yourself.  We're wanted men.  I have the death sentence on twelve systems.,-0.20308449317172017,['twelve']
336,LUKE,I'll be careful than.,0.11721228800401873,[]
337,HUMAN,You'll be dead.,-0.1720100459402607,[]
338,BEN,This little one isn't worth the effort.  Come let me buy you something...,0.09272496767454208,[]
339,BARTENDER,No blasters!  No blaster!,-0.4450982608014511,[]
340,BEN,This is Chewbacca.  He's first-mate on a ship that might suit our needs.,-0.13710442266320522,"['Chewbacca', 'first']"
341,THREEPIO,I don't like the look of this.,0.2819190414780799,[]
342,HAN,Han Solo.  I'm captain of the Millennium Falcon.  Chewie here tells me you're looking for passage to the Alderaan system.,0.07751470893301149,"['Han Solo', 'the Millennium Falcon', 'Chewie', 'Alderaan']"
343,BEN,"Yes, indeed.  If it's a fast ship.",-0.2918739431284034,[]
344,HAN,Fast ship?  You've never heard of the Millennium Falcon?,-0.3268144354447653,['the Millennium Falcon']
345,BEN,Should I have?,-0.41238337213615384,[]
346,HAN,It's the ship that made the Kessel run in less than twelve parsecs!,-0.4275718625982834,"['Kessel', 'less than twelve parsecs']"
347,HAN,"I've outrun Imperial starships, not the local bulk-cruisers, mind you.  I'm talking about the big Corellian ships now.  She's fast enough for you, old man.  What's the cargo?",0.030471345278853423,"['Imperial', 'Corellian']"
348,BEN,"Only passengers.  Myself, the boy, two droids, and no questions asked.",0.04254740284993286,['two']
349,HAN,What is it?  Some kind of local trouble?,-0.43350504859920314,[]
350,BEN,Let's just say we'd like to avoid any Imperial entanglements.,-0.6447830843801383,['Imperial']
351,HAN,"Well, that's the real trick, isn't it?  And it's going to cost you something extra.  Ten thousand in advance.",-0.2784356458691719,['Ten thousand']
352,LUKE,Ten thousand?  We could almost buy our own ship for that!,-0.21427004157644913,['Ten thousand']
353,HAN,"But who's going to fly it, kid!  You?",-0.09371647250859705,[]
354,LUKE,You bet I could.  I'm not such a bad pilot myself!  We don't have to sit here and listen...,0.04257229497726556,[]
355,BEN,"We haven't that much with us.  But we could pay you two thousand now, plus fifteen when we reach Alderaan.",-0.2504399140986262,"['two thousand now,', 'fifteen', 'Alderaan']"
356,HAN,"Seventeen, huh!",0.13547653518843195,[]
357,HAN,Okay.  You guys got yourself a ship.  We'll leave as soon as you're ready.  Docking bay Ninety-four.,0.019591924087502433,['Ninety-four']
358,BEN,Ninety-four.,-0.17578293308163806,['Ninety-four']
359,HAN,Looks like somebody's beginning to take an interest in your handiwork.,-0.15546912867083873,[]
360,TROOPER,"All right, we'll check it out.",0.2927283869472761,[]
361,HAN,Seventeen thousand!  Those guys must really be desperate.  This could really save my neck.  Get back to the ship and get her ready.,-0.1683233552078156,['Seventeen thousand']
362,BEN,You'll have to sell your speeder.,0.29615829345804734,[]
363,LUKE,That's okay.  I'm never coming back to this planet again.,-0.19392953596910045,[]
364,GREEDO,"Going somewhere, Solo?",-0.666688809799088,[]
365,HAN,"Yes, Greedo.  As a matter of fact, I was just going to see your boss.  Tell Jabba that I've got his money.",0.06917750266177802,"['Greedo', 'Jabba']"
366,GREEDO,"It's too late.  You should have paid him when you had the chance.  Jabba's put a price on your head, so large that every bounty hunter in the galaxy will be looking for you.  I'm lucky I found you first.",0.10224397813490449,"['Jabba', 'first']"
367,HAN,"Yeah, but this time I got the money.",0.38483098382603753,[]
368,GREEDO,"If you give it to me, I might forget I found you.",0.29380525472166674,[]
369,HAN,I don't have it with me.  Tell Jabba...,-0.10016315279710097,['Jabba']
370,GREEDO,Jabba's through with you.  He has no time for smugglers who drop their shipments at the first sign of an Imperial cruiser.,-0.2736165416425038,"['Jabba', 'first', 'Imperial']"
371,HAN,Even I get boarded sometimes.  Do you think I had a choice?,0.0,[]
372,GREEDO,You can tell that to Jabba.  He may only take your ship.,-0.10344939429051703,['Jabba']
373,HAN,Over my dead body.,-0.6279842717103172,[]
374,GREEDO,That's the idea I've been looking forward to killing you for a long time.,0.10901637589622282,[]
375,HAN,"Yes, I'll bet you have.",0.5569356304933903,[]
376,HAN,Sorry about the mess.,-0.5336566388155888,[]
377,VADER,Her resistance to the mind probe is considerable.  It will be some time before we can extract any information from her.,-0.4161865268001048,[]
378,IMPERIAL OFFICER,The final check-out is complete.  All systems are operational.  What course shall we set?,-0.30055053760535144,[]
379,TARKIN,Perhaps she would respond to an alternative form of persuasion.,-0.535408971652281,[]
380,VADER,What do you mean?,0.08437697626888352,[]
381,TARKIN,I think it is time we demonstrate the full power of this station.Set your course for Princess Leia's home planet of Alderaan.,0.0,"['Leia', 'Alderaan']"
382,TROOPER,With pleasure.,0.7253055959365218,[]
383,THREEPIO,"Lock the door, Artoo.",-0.4671690736751952,['Artoo']
384,TROOPER,"All right, check that side of the street.  It's secure.  Move on to the next door.",-0.015551359876585957,[]
385,THREEPIO,"I would much rather have gone with Master Luke than stay here with you.  I don't know what all this trouble is about, but I'm sure it must be your fault.",0.02137526873556883,['Luke']
386,THREEPIO,You watch your language!,0.4653270671981813,[]
387,LUKE,"He says it's the best he can do.  Since the XP-38 came out, they ",-0.18096025421952477,['XP-38']
388,BEN,It will be enough.,-0.4420890756043596,[]
389,BEN,"If the ship's as fast as he's boasting, we ought to do well.",-0.22965454931648321,[]
390,JABBA,"Come on out, Solo!",0.15805474113601892,[]
391,HAN,"I've been waiting for you, Jabba.",0.14000210918403067,['Jabba']
392,JABBA,I expected you would be.,-0.2572470886401865,[]
393,HAN,I'm not the type to run.,-0.13474289518914184,[]
394,JABBA,"Han, my boy, there are times when you disappoint me... why haven't you paid me?  And why did you have to fry poor Greedo like that... after all we've been through together.",0.0,"['Han', 'Greedo']"
395,HAN,You sent Greedo to blast me.,-0.11278050069252354,['Greedo']
396,JABBA,"Han, why you're the best smuggler in the business.  You're too valuable to fry.  He was only relaying my concern at your delays.  He wasn't going to blast you.",-0.10689481485553798,['Han']
397,HAN,"I think he thought he was.  Next time don't send one of those twerps.  If you've got something to say to me, come see me yourself.",-0.02300409182420937,['one']
398,JABBA,"Han, Han!  If only you hadn't had to dump that shipment of spice... you understand I just can't make an exception.  Where would I be if every pilot who smuggled for me dumped their shipment at the first sign of an Imperial starship?  It's not good business.",-0.021508626139330467,"['Han', 'Han', 'first']"
399,HAN,"You know, even I get boarded sometimes, Jabba.  I had no choice, but I've gota charter now and I can pay you back, plus a little extra.  I just need some more time.",0.0719280497006538,['Jabba']
400,JABBA,"Put your blasters away.  Han, my boy, I'm only doing this because you're the best and I need you.  So, for an extra, say... twenty percent I'll give you a little more time... but this is it.  If you disappoint me again, I'll put a price on your head so large you won't be able to go near a civilized system for the rest of your short life.",0.22173812023682227,"['Han', 'twenty percent']"
401,HAN,"Jabba, I'll pay you because it's my pleasure.",0.34197393952589406,['Jabba']
402,LUKE,What a piece of junk.,0.07950071768612821,[]
403,HAN,"She'll make point five beyond the speed of light.  She may not look like much, but she's got it where it counts, kid.  I've added some special modifications myself.",-0.12547762267424956,['five']
404,HAN,"We're a little rushed, so if you'll hurry aboard we'll get out of here.",0.022587833019537706,[]
405,THREEPIO,"Hello, sir.",0.04345077349675952,[]
406,TROOPER,Which way?,-0.7439047198562363,[]
407,TROOPER,"All right, men.  Load your weapons!",0.35266098606216945,[]
408,TROOPER,Stop that ship!,-0.1647380576758095,[]
409,TROOPER,Blast 'em!,0.0,[]
410,HAN,"Chewie, get us out of here!",0.22020499598484577,['Chewie']
411,THREEPIO,"Oh, my.  I'd forgotten how much I hate space travel.",-0.02658393026859196,[]
412,HAN,It looks like an Imperial cruiser.  Our passengers must be hotter than I thought.  Try and hold them off.  Angle the deflector shield while I make the calculations for the jump to light speed.,-0.22450796651786686,['Imperial']
413,HAN,Stay sharp!  There are two more coming in; they're going to try to cut us off.,-0.46310226352052464,['two']
414,LUKE,Why don't you outrun them?  I thought you said this thing was fast.,-0.06620362413606729,[]
415,HAN,"Watch your mouth, kid, or you're going to find yourself floating home.  We'll be safe enough once we make the jump to hyperspace.  Besides, I know a few maneuvers. We'll lose them!",-0.17043434612828023,[]
416,HAN,Here's where the fun begins!,-0.10826837025029468,[]
417,BEN,How long before you can make the jump to light speed?,-0.5485643256674173,[]
418,HAN,It'll take a few moments to get the coordinates from the navi-computer.,-0.051911099608197286,"['a few moments', 'navi']"
419,LUKE,Are you kidding?  At the rate they're gaining...,-0.2422855557276491,[]
420,HAN,"Traveling through hyperspace isn't like dusting crops, boy!  Without precise calculations we could fly right through a star or bounce too close to a supernova and that'd end your trip real quick, wouldn't it?",-0.4776852390083661,[]
421,LUKE,What's that flashing?,-0.5777214613783352,[]
422,HAN,"We're losing our deflector shield.  Go strap yourself in, I'm going to make the jump to light speed.",-0.245495211712649,[]
423,MOTTI,We've entered the Alderaan system.,-0.5225339249142629,['Alderaan']
424,LEIA,"Governor Tarkin, I should have expected to find you holding Vader's leash.  I recognized your foul stench when I was brought on board.",-0.4683536501596941,"['Tarkin', 'Vader']"
425,TARKIN,Charming to the last.  You don't know how hard I found it signing the order to terminate your life!,0.04317128168629125,[]
426,LEIA,to take the responsibility yourself!,0.10986573911802844,[]
427,TARKIN,"Princess Leia, before your execution I would like you to be my guest at a ceremony that will make this battle station operational.  No star system will dare oppose the Emperor now.",-0.3233343428955815,['Leia']
428,LEIA,"The more you tighten your grip, Tarkin, the more star systems will slip through your fingers.",-0.10534770832450513,['Tarkin']
429,TARKIN,"Not after we demonstrate the power of this station.  In a way, you have determined the choice of the planet that'll be destroyed first.  Since you are reluctant to provide us with the location of the Rebel base, I have chosen to test this station's destructive power... on your home planet of Alderaan.",-0.06419248320177195,"['first', 'Rebel', 'Alderaan']"
430,LEIA,No!  Alderaan is peaceful.  We have no weapons.  You can't possibly...,-0.5184224687742063,['Alderaan']
431,TARKIN,You would prefer another target?  A military target?  Then name the system!,-0.03331687110268566,[]
432,TARKIN,I grow tired of asking this.  So it'll be the last time.  Where is the Rebel base?,-0.27075425944317977,['Rebel']
433,LEIA,Dantooine.,-0.5117454174886562,['Dantooine']
434,LEIA,They're on Dantooine.,-0.16362530055807523,['Dantooine']
435,TARKIN,"There.  You see Lord Vader, she can be reasonable. Continue with the operation.  You may fire when ready.",-0.22851564596259677,[]
436,LEIA,What?,-0.15693002845187842,[]
437,TARKIN,You're far too trusting.  Dantooine is too remote to make an effective demonstration.  But don't worry.  We will deal with your Rebel friends soon enough. ,-0.2677050346201475,['Dantooine']
438,LEIA,No!,-0.5861049499276691,[]
439,VADER,Commence primary ignition.,-0.7620825056136464,[]
440,LUKE,Are you all right?  What's wrong?,-0.06821765445773997,[]
441,BEN,I felt a great disturbance in the Force... as if millions of voices suddenly cried out in terror and were suddenly silenced.  I fear something terrible has happened.,-0.672002849653953,['as if millions']
442,BEN,You'd better get on with your exercises.,0.6843285863835746,[]
443,HAN,"Well, you can forget your troubles with those Imperial slugs.  I told you I'd outrun 'em.",0.20709307648416875,['Imperial']
444,HAN,Don't everyone thank me at once.,0.24166103558758922,[]
445,HAN,"Anyway, we should be at Alderaan about oh-two-hundred hours.",-0.48910087552889836,['Alderaan']
446,THREEPIO,"Now be careful, Artoo.",-0.6413704566674558,['Artoo']
447,THREEPIO,He made a fair move.  Screaming about it won't help you.,-0.450512928211354,[]
448,HAN,Let him have it. It's not wise to upset a Wookiee.,-0.4612916584249078,['Wookiee']
449,THREEPIO,"But sir, nobody worries about upsetting a droid.",-0.23860435514459155,[]
450,HAN,That's 'cause droids don't pull people's arms out of their socket when they lose.  Wookiees are known to do that.,-0.41513494308514165,[]
451,THREEPIO,"I see your point, sir.  I suggest a new strategy, Artoo.  Let the Wookiee win.",0.08538088689667944,['Artoo']
452,BEN,"Remember, a Jedi can feel the Force flowing through him.",-0.2008842417588521,['Jedi']
453,LUKE,You mean it controls your actions?,-0.07005306153601132,[]
454,BEN,Partially. But it also obeys your commands.,-0.3143804057907176,[]
455,HAN,"Hokey religions and ancient weapons are no match for a good blaster at your side, kid.",-0.23167954213791964,[]
456,LUKE,"You don't believe in the Force, do you?",0.17206878466161424,['Force']
457,HAN,"Kid, I've flown from one side of this galaxy to the other.  I've seen a lot of strange stuff, but I've never seen anything to make me believe there's one all-powerful force controlling everything.  There's no mystical energy field that controls my destiny.",-0.15640176842837406,"['one', 'one']"
458,HAN,It's all a lot of simple tricks and nonsense.,-0.2981975994611803,[]
459,BEN,"I suggest you try it again, Luke.",0.21491355511978583,['Luke']
460,BEN,"This time, let go your conscious self and act on instinct.",0.0,[]
461,LUKE,"With the blast shield down, I can't even see.  How am I supposed to fight?",-0.22122050391972126,[]
462,BEN,Your eyes can deceive you.  Don't trust them.,-0.15071186777651135,[]
463,BEN,Stretch out with your feelings.,-0.022622014303201654,[]
464,BEN,"You see, you can do it.",0.3172272147226525,[]
465,HAN,I call it luck. ,0.05970824497102312,[]
466,BEN,"In my experience, there's no such thing as luck.",0.019382037516898265,[]
467,HAN,"Look, going good against remotes is one thing.  Going good against the living?  That's something else.",-0.14645176074578736,['one']
468,HAN,Looks like we're coming up on Alderaan.,-0.3779485886704772,['Alderaan']
469,LUKE,"You know, I did feel something.  I could almost see the remote.",-0.08300647189816979,[]
470,BEN,That's good.  You have taken your first step into a larger world.,0.06546013265770001,['first']
471,TARKIN,Yes.,-0.23353076685601293,[]
472,OFFICER CASS,"Our scout ships have reached Dantooine.  They found the remains of a Rebel base, but they estimate that it has been deserted for some time.  They are now conducting an extensive search of the surrounding systems.",-0.5369301895556651,['Dantooine']
473,TARKIN,She lied!  She lied to us!,-0.14809671039864591,[]
474,VADER,I told you she would never consciously betray the Rebellion.,-0.2642727053323266,['Rebellion']
475,TARKIN,Terminate her... immediately!,-0.33712860150409973,[]
476,HAN,"Stand by, Chewie, here we go.  Cut in the sublight engines.",-0.31165518691056304,['Chewie']
477,HAN,"What the...?  Aw, we've come out of hyperspace into a meteor shower.  Some kind of asteroid collision.  It's not on any of the charts.",-0.35873335333685263,[]
478,LUKE,What's going on?,-0.3179373550320377,[]
479,HAN,"Our position is correct, except... no, Alderaan!",-0.13435810121074665,['Alderaan']
480,LUKE,What do you mean?  Where is it?,-0.3227003083116249,[]
481,HAN,"Thats what I'm trying to tell you, kid.  It ain't there.  It's been totally blown away.",-0.28116066158768915,[]
482,LUKE,What?  How?,-0.4108909221402004,[]
483,BEN,Destroyed... by the Empire!,-0.5857623202644711,['Empire']
484,HAN,The entire starfleet couldn't destroy the whole planet.  It'd take a thousand ships with more fire power than I've...,-0.2188175691510641,['a thousand']
485,HAN,There's another ship coming in.,-0.3965259330758384,[]
486,LUKE,Maybe they know what happened.,0.033179967090405826,[]
487,BEN,It's an Imperial fighter.,0.05694110038657407,['Imperial']
488,LUKE,It followed us!,-0.48510209031179885,[]
489,BEN,No.  It's a short range fighter.,-0.18132207350875684,[]
490,HAN,There aren't any bases around here.  Where did it come from?,-0.5250142636556028,[]
491,LUKE,"It sure is leaving in a big hurry.  If they identify us, we're in big trouble.",-0.2372741484734373,[]
492,HAN,Not if I can help it.  Chewie... jam it's transmissions.,-0.43191294532546753,['Chewie']
493,BEN,It'd be as well to let it go.  It's too far out of range.,-0.38774634598547,[]
494,HAN,Not for long...,-0.124681739749263,[]
495,BEN,A fighter that size couldn't get this deep into space on its own.,-0.20660559629501551,[]
496,LUKE,"Then he must have gotten lost, been part of a convoy or something...",-0.5202001888709371,[]
497,HAN,"Well, he ain't going to be around long enough to tell anyone about us.",-0.2911343354335014,[]
498,LUKE,Look at him.  He's heading for that small moon.,-0.23968846885343043,[]
499,HAN,I think I can get him before he gets there... he's almost in range.,-0.10340102538078666,[]
500,BEN,That's no moon!  It's a space station.,-0.5237719225153179,[]
501,HAN,It's too big to be a space station.,-0.5427785596394137,[]
502,LUKE,I have a very bad feeling about this.,-0.1563834127837116,[]
503,BEN,Turn the ship around!,-0.39591763679977987,[]
504,HAN,"Yeah, I think your right.  Full reverse!  Chewie, lock in the auxiliary power.",0.06603050846914882,[]
505,LUKE,Why are we still moving towards it?,-0.7052820423600739,[]
506,HAN,We're caught in a tractor beam!  It's pulling us in!,-0.3852727264593927,[]
507,LUKE,But there's gotta be something you can do!,-0.29819271459085717,[]
508,HAN,"There's nothin' I can do about it, kid.  I'm in full power.  I'm going to have to shut down.  But they're not going to get me without a fight!",-0.31777647861480585,[]
509,BEN,You can't win.  But there are alternatives to fighting.,-0.17951514784612455,[]
510,VOICE OVER DEATH STAR INTERCOM,Clear Bay twenty-three-seven.  We are opening the magnetic field.,-0.4972283590387503,['twenty-three-seven']
511,OFFICER,To your stations!,-0.2553402103212037,[]
512,OFFICER,Come with me.,0.38201277148637547,[]
513,OFFICER,Close all outboard shields!  Close all outboard shields!,-0.23654403021596182,[]
514,TARKIN,Yes.,-0.23353076685601293,[]
515,VOICE,We've captured a freighter entering the remains of the Alderaan system.  It's markings match those of a ship that blasted its way out of Mos Eisley.,-0.3662702892433909,['Alderaan']
516,VADER,They must be trying to return the stolen plans to the princess.  She may yet be of some use to us.,-0.5195963450968026,[]
517,VOICE,Unlock one-five-seven and nine. Release charges.,-0.08030344934864542,"['one-five-seven', 'nine']"
518,OFFICER,"There's no one on board, sir.  According to the log, the crew abandoned ship right after takeoff.  It must be a decoy, sir.  Several of the escape pods have been jettisoned.",-0.40003037858586943,[]
519,VADER,Did you find any droids?,0.26942278666857034,[]
520,OFFICER,"No, sir.  If there were any on board, they must also have jettisoned.",-0.4684569229070339,[]
521,VADER,Send a scanning crew on board.  I want every part of this ship checked.,0.1562919017056945,[]
522,OFFICER,"Yes, sir.",0.13560309275436833,[]
523,VADER,I sense something... a presence I haven't felt since...,-0.32606903317306446,[]
524,OFFICER,Get me a scanning crew in here on the double.  I want every part of this ship checked!,0.3137466424721638,[]
525,LUKE,"Boy, it's lucky you had these compartments.",0.32244064267057815,[]
526,HAN,"I use them for smuggling.  I never thought I'd be smuggling myself in them.  This is ridiculous.  Even if I could take off, I'd never get past the tractor beam.",-0.21101939814956028,[]
527,BEN,Leave that to me!,-0.11519539564962189,[]
528,HAN,Damn fool. I knew that you were going to say that!,-0.01786462143338219,[]
529,BEN,Who's the more foolish... the fool or the fool who follows him?,-0.21938203267881762,[]
530,TROOPER,"The ship's all yours.  If the scanners pick up anything, report it immediately.  All right, let's go.",0.011553507490734694,[]
531,HAN,"Hey down there, could you give us a hand with this?",0.04372573879891806,[]
532,GANTRY OFFICER,"TX-four-one-two.  Why aren't you at your post?  TX-four-one-two, do you copy? ",0.11784667846176977,"['TX', 'TX']"
533,GANTRY OFFICER,Take over.  We've got a bad transmitter.  I'll see what I can do.,-0.04583353134923285,[]
534,LUKE,"You know, between his howling and your blasting everything in sight, it's a wonder the whole station doesn't know we're here.",-0.09046841935273808,[]
535,HAN,Bring them on!  I prefer a straight fight to all this sneaking around.,-0.048801554028923055,[]
536,THREEPIO,"We found the computer outlet, sir.",-0.2025719869997209,[]
537,BEN,Plug in.  He should be able to interpret the entire Imperial computer network.,-0.5261994728898656,['Imperial']
538,THREEPIO,He says he's found the main control to the power beam that's holding the ship here.  He'll try to make the precise location appear on the monitor.,-0.18193881217968833,[]
539,THREEPIO,The tractor beam is coupled to the main reactor in seven locations.  A power loss at one of the terminals will allow the ship to leave.,-0.501968788427688,"['seven', 'one']"
540,BEN,I don't think you boys can help.  I must go alone.,-0.1653162855104804,[]
541,HAN,Whatever you say.  I've done more than I bargained for on this trip already.,0.09584350048756218,[]
542,LUKE,I want to go with you.,0.42774220403676244,[]
543,BEN,"Be patient, Luke.  Stay and watch over the droids.",0.2514105169865799,['Luke']
544,LUKE,But he can...,-0.09436629917189765,[]
545,BEN,They must be delivered safely or other star systems will suffer the same fate as Alderaan.  Your destiny lies along a different path from mine.  The Force will be with you... always!,-0.3333502464772946,['Alderaan']
546,HAN,"Boy you said it, Chewie.",0.30534269300450445,['Chewie']
547,HAN,Where did you dig up that old fossil?,-0.6104755094977043,[]
548,LUKE,Ben is a great man.,0.2947288580877392,['Ben']
549,HAN,"Yeah, great at getting us into trouble.",-0.17060477491596848,[]
550,LUKE,I didn't hear you give any ideas...,0.2273349936905027,[]
551,HAN,"Well, anything would be better than just hanging around waiting for them to pick us up...",-0.1134226464176058,[]
552,LUKE,Who do you think...,0.5343923031302678,[]
553,LUKE,What is it?,-0.3758638275745827,[]
554,THREEPIO,"I'm afraid I'm not quite sure, sir. He says ""I found her,"" and keepsrepeating, ""She's here.""",0.08423573353829816,[]
555,LUKE,"Well, who... who has he found?",-0.15166082562368532,[]
556,THREEPIO,Princess Leia.,-0.7101839174377342,['Leia']
557,LUKE,The princess?  She's here?,-0.5039079062062672,[]
558,HAN,Princess?,-0.8838390458127294,[]
559,LUKE,Where... where is she?,-0.3362336912843278,[]
560,HAN,Princess?  What's going on?,-0.5778072415213051,[]
561,THREEPIO,Level five. Detention block AA-twenty-three.  I'm afraid she's scheduled to be terminated.,-0.536010765783757,"['five', 'twenty-three']"
562,LUKE,"Oh, no!  We've got to do something.",-0.43757551355926827,[]
563,HAN,What are you talking about?,0.013469151404859936,[]
564,LUKE,The droid belongs to her.  She's the one in the message.  We've got to help her.,0.0,[]
565,HAN,"Now, look, don't get any funny ideas.  The old man wants us to wait right here.",-0.04183175362883751,[]
566,LUKE,"But he didn't know she was here.  Look, will you just find a way back into the detention block?",-0.2505812998114332,[]
567,HAN,I'm not going anywhere.,-0.08201370965412846,[]
568,LUKE,"They're going to execute her.  Look, a few minutes ago you said you didn't want to just wait here to be captured.  Now all you want to do is stay. ",-0.15987412729410977,['a few minutes ago']
569,HAN,Marching into the detention area is not what I had in mind.,-0.552313816695835,['Marching']
